    Type,Air_Temp_K,Process_Temp_K,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_Min,Machine_Failure
High,,311.614478166131,1666.3334682526352,47.77233145093281,162,0
??,296.48177928229944,313.8190328476346,1387.634831286257,21.12492851192819,212,0
Low,301.7954992713391,309.09389131183417,2245.892265051417,44.78997892492985,4,0
Low,297.24890216815913,307.8988067953386,2561.659101656036,16.307988452465075,118,0
Medium,299.31380648774075,305.1451509452761,2690.5729527454782,75.92096489653319,87,0
High,302.1915989694457,310.74839037859874,2756.1254682551616,54.66395207978309,248,0
High,300.63324642033047,309.02274767431436,2449.7869539344224,69.7951719199574,166,0
Medium,299.2750183132811,308.7464921901483,1423.5238852670434,79.88066219273344,126,0
Medium,298.26338430931986,306.82935321284214,2564.978918778759,22.786619629376478,241,0
High,303.3965965570879,309.3005534519127,1839.9361174119583,58.5900390471754,23,0
High,296.4381435031481,314.8444195358337,2367.858102067782,72.08904054548006,167,0
??,299.301028765298,307.97754153672247,2050.028807937337,50.3156717188253,106,0
??,304.0375757177514,310.997044134081,2525.769813838054,54.77874648565927,237,0
Medium,303.4584955045997,312.7648688131567,1880.8091725435017,38.536976266199616,49,0
??,,312.4915782317653,1298.8700971840333,57.23325836015598,204,0
Low,302.6310836360131,308.2877428749259,2090.9179374119535,37.69045402872867,229,0
??,303.2316083070886,311.1086008351685,1474.064887468277,43.36337467060139,236,0
??,303.8888742400363,313.7126468527016,2744.8282117646763,17.20382198359774,57,0
Low,300.44505769049226,305.1544742773308,2043.1409053207865,10.546588012626716,0,0
Medium,297.0446088605471,309.35734356843307,2085.694070139617,13.86057868972628,170,0
Low,297.5530907650393,307.24273418241904,2651.6251405037083,23.47651486563212,166,0
??,297.956946740416,308.8863229039884,2199.33639224188,41.962267371654576,137,0
Medium,300.93802480809615,309.1598960797524,1684.3670035035316,11.469584959601772,1,0
??,295.32809624128606,312.46670964786637,1673.7513870613939,20.915564740796277,62,0
Low,301.3604246877997,305.93821872395444,2002.52583985033,64.70112227191069,15,1
Low,,310.1258390313251,2586.573166286654,,36,0
??,,310.64194791798747,2471.566945178046,65.281120417285,15,0
High,303.7949657072813,309.94157603551804,2740.3849376909516,,86,0
High,299.600023955808,312.3187325306272,1315.0177965635257,18.33497005141634,89,0
Low,295.95053045532694,308.83791255906846,1629.3217103429417,21.419791335951807,79,0
Low,303.2674676802625,314.44967063640075,1328.3323325019617,33.34875302209201,26,0
High,295.47641257436504,309.81803442538944,2401.726710243898,74.05988392866368,190,0
High,302.26749224168196,310.71213909614795,1425.3339026406138,64.28344201041614,110,0
??,302.73906221770665,313.2553082334675,1359.8181087961707,32.68848906326238,232,0
??,298.5260260592886,307.7523610593112,2098.675531359292,16.134507244791443,221,0
High,303.2478785627779,305.752020287628,1858.3755393906536,53.14660183041839,63,0
??,300.1565940585645,312.0778397836248,2344.162142019947,27.977341606395665,96,0
??,299.63293653272797,309.8301185554838,1979.2246267204368,47.18067961779872,159,0
Medium,295.4540328146869,313.9650425095899,1880.5353535047243,75.92623517206839,136,0
??,297.90029193648905,314.8268004872243,1880.8007179951535,,10,0
Low,304.310099708853,308.9910935057473,2595.0022086381673,74.6684105496355,228,0
??,298.918239632835,309.1543901625966,1832.3610411559462,37.51271501964128,69,0
??,300.46700520556766,309.07962602205725,1733.4354044314136,54.33459361021395,157,0
High,300.3202167898425,308.2455410973093,1741.656123236367,72.57229817628749,231,0
Low,300.9043108982269,312.816870977664,1514.5612749038246,51.159111812639686,142,0
??,295.61330955643285,312.5899576249073,2577.102160918383,53.042907391897295,186,0
??,298.62176254798726,309.7864487055052,1434.6093040441306,60.141558745685714,47,0
Medium,302.23128273882554,305.446612163789,2653.7771804793683,71.74754300317773,93,0
??,297.00560251072983,308.09559301513076,1653.54835505761,16.17260428685971,209,0
??,297.0357837754636,307.9230304655484,2639.082915478155,33.58015675232608,75,0
Medium,295.1009060668903,313.1108724620026,2465.3130509033235,37.83793082564226,246,0
High,299.3748192660821,305.87575573416177,2131.180033520574,73.67967657724245,59,0
??,303.82734380673423,313.056753790427,2271.1520062697587,76.9205547161341,67,0
Medium,295.5190094358731,311.69183652199143,1721.3505453198843,18.426632526558734,56,0
Low,296.91118709496004,312.3244145913045,2118.76578292426,18.337537585214655,63,0
High,298.10084538342755,309.32213187585023,1667.8446411627153,75.44032559766536,181,0
Low,302.3172473656421,311.7972579600176,1843.6365022247387,30.704033096781487,79,0
Low,301.40635592802585,311.09028944706915,2423.4600883667918,26.92700933260069,86,0
Medium,299.15943904581854,312.6898019522863,1590.2921020963458,12.493600602786907,202,0
??,302.5906893925838,309.4676983446825,2542.1536253400604,29.29171543394543,181,0
Medium,301.09631011656904,309.728256248963,1801.4125658639946,58.54684990581917,186,0
Medium,303.9604079965722,311.4357622273982,2051.4719373698895,39.82253139176932,215,0
Medium,303.1802674913869,306.0807749366639,2707.136780100597,46.18092461562321,213,0
Medium,297.528136060892,309.3624444836432,2290.009008299,74.21069176304198,166,0
High,297.714385776342,314.71950845259806,2232.9665805514037,18.028284786992153,119,0
??,296.25356475792387,305.37552320060047,2338.5723641680465,14.98685006698193,142,0
Low,298.36964725717456,308.1600472286639,2668.9781420168983,69.6351524386726,240,0
Low,304.9954391871909,308.14109819089373,1597.6219347544175,64.23990582014946,78,0
??,299.05751168615063,311.3346411923577,2181.1859292789413,,201,0
Low,297.20488434689105,306.0580035942414,1840.6301670138437,,155,0
??,302.62482884475554,311.2854403087886,1218.9684691363902,31.719448504296217,35,0
Low,300.42471003462657,305.9504024065162,1400.4814342497748,55.34661586153379,53,0
Medium,296.49601449526955,305.94953647418333,1719.9870324217413,14.284805489228557,144,0
Low,298.8068968116087,312.2818335718848,2103.999953891065,44.25811096846088,99,0
??,299.14469715539343,308.241351738328,2610.3596427140346,,85,0
??,302.5382970056922,314.77422947713745,2465.7825891223033,67.38169786483732,214,0
??,295.206713688919,305.37352936435553,2085.3338758764326,36.64641030169757,220,0
??,297.6901964679831,309.45106663717996,1318.1926686519482,46.93005352536215,21,0
??,300.17596301315524,306.13135937674025,1657.4500646319657,12.052232614515018,74,0
High,297.6884674245284,308.5137896675811,1786.7338366275903,14.078501947873663,35,0
High,,314.9822245060905,2194.747496326148,57.25383815134263,235,0
Low,299.81867479274615,313.88842511738534,1303.8777967677458,63.67393815989324,28,0
??,298.6171025485958,305.483244088554,2048.3096872007573,59.7024909221541,182,0
Low,304.4920862687051,310.6325584382568,2642.3433218315313,61.59130455205022,169,0
??,301.3215949918646,311.47822304824433,2328.6923131158446,17.32338953845303,159,0
??,296.2994137226794,307.0953462395013,2475.3228905004103,58.54155887682788,141,0
High,300.60091697443397,306.4510557339645,2290.6810373745175,,17,1
High,302.807318532009,314.0438113466552,1530.5425794761477,16.861080231374977,37,0
Medium,302.084896974928,314.68816441483375,1376.77411210563,63.001258131838874,100,0
High,296.7208922929526,314.9189285731964,2527.1850768078543,72.25842819710954,33,0
Medium,304.724199990401,312.89761773734637,2312.8070976248455,60.16969351836111,120,0
Medium,299.48813645746606,311.63502069405257,2120.0984941061893,66.39014169703273,172,0
Medium,296.5902500374026,308.45730252193,1502.8525839491936,79.3761708585131,86,0
Medium,296.80195754128147,306.71398312324754,2165.3519444988056,19.432913798467915,159,0
Medium,295.98234992189083,305.7898059936623,1250.1148563554557,77.5606786703127,109,0
Low,303.03518108434935,311.9329746855149,1390.142615030335,52.08384638430717,66,0
High,296.2203049432185,312.8472341517936,1699.0242396870792,66.92772101415143,190,0
Medium,296.25125257141747,313.2645365245498,1909.9812438578629,55.5118427111369,182,0
??,303.5047161476084,314.13765003303797,1392.9031933152005,49.90264521497444,42,0
High,298.4460408444756,313.79929563638376,1391.9042941720572,59.253329581518145,122,0
High,295.3085790430807,314.9974127225809,2361.429856933817,32.418106515908796,21,0
Medium,295.5189529951841,307.44064010967253,2111.551050453577,74.69900664443388,86,0
Low,296.421704467039,312.6330761521221,2053.987169244264,18.07048004390451,195,0
Medium,297.1339334797569,310.86459512374796,1923.8951921880798,32.26218288605235,76,0
Low,301.65146194238406,307.6124513245358,2762.4689701513025,12.181364724035232,124,0
??,296.57326280001826,314.81905322286946,1279.680452631003,28.99261333522642,95,0
High,296.1887439117707,313.97898104774254,1489.0034818585239,25.274915399898305,121,0
??,302.6471914147628,306.2851566844412,2236.01241184198,13.474160247504184,156,0
Low,301.71055283859914,305.2615834232342,1418.185046161986,44.42418446940355,39,0
Low,299.3532422145524,311.88330762332674,2143.009500814678,42.804522929892684,103,0
??,300.493097714801,311.04130628856535,2108.417960769728,15.442181072906822,246,0
Low,298.1198402032642,314.3581562411115,2753.608293823427,28.329537198588994,172,0
??,299.8250042023536,307.3400528716037,2613.418379278436,76.73255123264492,118,0
High,300.06672648982743,305.8438794789499,2712.8853500279242,17.75156371572942,137,0
??,298.87237271178094,307.5921533377199,1381.7637911583674,31.35130542016277,204,0
High,304.06572210672164,305.18927640511464,2589.037499606702,12.5103678918261,172,0
??,295.1606186498101,305.3589275118893,1406.5450587652895,20.422104183663674,119,1
Low,302.8217126309125,314.1485780592076,2212.6914856703825,58.95779752260527,16,0
??,296.24382831241326,308.5201658250188,2352.1250570848033,35.67015504640572,101,0
Low,302.975473605372,309.1080900100968,1457.3655970388572,41.64535994753844,129,0
??,301.1591191567672,305.18371654538106,2212.2550014872636,20.98848765914593,144,0
??,303.432780909364,307.70521780171845,1283.9367886591906,57.74981210239112,107,0
Medium,295.97514325640896,313.0472598374143,1669.2257371885285,,89,0
Low,300.58980634099777,311.1549095966672,2673.853590294587,22.677843466171783,118,0
Medium,300.01087880262196,312.53780601086413,1474.7698606429908,13.149542453395952,165,0
Low,302.0619318296336,309.47213740793785,1304.431987920524,15.665879401631296,164,0
Medium,300.34290551893673,308.0972922175133,1909.8851194487352,55.99320300421124,62,0
High,300.40734567133103,309.8281009332837,2560.9891336436344,19.485742174638723,4,0
??,299.29595943576066,308.2307106840575,1322.6758111492638,44.57431839181849,24,0
Low,298.0883442400734,313.38971096674067,1768.8565843686538,20.684907164831905,72,0
Low,299.8226436125219,307.97673715592845,2639.6397352949216,21.91036337436678,123,0
??,296.184923587684,311.5976364045308,1389.048879911127,10.305235233906302,219,0
Low,304.6151333898309,306.3698222230953,1697.0696094591146,32.457697910087155,21,0
Low,302.14410763626597,311.8686649373491,2445.4729784571264,16.285808625100223,92,0
Medium,304.5246711668785,314.13299711600035,2069.1375794220867,37.57728927382976,190,1
Low,297.26727382329966,311.0858315463991,2531.733025013733,,34,0
High,303.79341020176525,310.59855380034475,1378.5526288780775,35.727236354968184,54,0
High,303.0878998456354,314.6111826802164,2672.886674207556,59.35571415847347,127,0
??,301.77152412457673,311.27396555315846,2695.858871224334,61.901623762755065,19,0
Low,301.25029186085203,307.5955043327308,1448.50083223473,58.762447115256826,4,0
??,298.1654966526787,307.9239102384774,1254.2007430508002,75.56994917420487,166,0
High,303.1641078496503,312.05306642535925,2783.74621112891,26.610599389660575,62,0
Low,300.0151546147973,312.3543659389219,1971.602547683879,23.261951718048362,235,0
Low,295.70891575891284,308.0349623178902,2115.32064645669,52.6798042469307,31,0
??,298.1286316085513,308.4534397792633,2185.447573866522,51.64139066039284,230,0
High,304.3529709854533,314.91056508739086,2463.4695404488043,45.70688335723649,190,1
Low,303.50680260604844,306.0195254958028,2499.180750473469,10.304723404598516,73,0
??,304.81905698076537,309.046450284401,1510.2803589116381,48.86667609341989,167,0
High,301.279933826041,305.62447531197506,1578.6187850136425,75.29586398110852,144,0
??,297.4751007314041,313.2107836199824,2602.9328463141956,33.4204382379004,100,0
Medium,296.6281504967686,305.9234583894543,2511.2281676009384,77.73194353241753,78,0
Low,296.8691444060846,311.7400735646271,2188.1910104863287,34.9729675438386,200,0
Medium,295.19795658347255,305.5648342400348,2791.5186545997594,19.78981517624725,159,0
High,298.9068211098594,311.7285503780969,2376.294309682118,37.88823904489969,22,0
Medium,296.91427680499544,313.430369469277,1545.338829008398,44.62279190464809,202,0
Medium,299.116554604567,308.9882152692406,2554.6305029322853,54.06250871236138,187,0
High,304.34994431838766,310.22126493432177,1863.572218192224,45.341471341563384,204,0
??,299.3054020950719,309.01541738005284,1257.8442568660628,47.57030391843527,209,0
Medium,303.77984496984834,308.0048875863264,1714.274044498673,11.684692685032376,240,0
??,301.05504766615877,313.0326340062713,2421.681974495016,27.753411839379254,55,0
Medium,297.47131554661394,307.7200257373099,2736.329931498357,31.748766055742042,136,0
??,298.5585475925921,312.22943424389445,1641.8182660851103,,105,0
High,295.8391953582143,307.061970792552,1594.426119055544,30.689741694092355,68,0
Medium,298.3346259359601,307.4985379607833,2101.78653695728,72.76051941769997,189,0
High,301.77540945503534,308.3646116257721,2498.6942394599146,31.331534037875514,191,0
Medium,295.72111092929435,310.8915637739379,2394.4410914575146,16.727723172967377,234,0
High,297.0540140847803,309.5442231915954,2095.9342441005065,27.333217934266106,21,1
High,298.81441041413314,312.4514480982782,2210.2234905831656,29.097986944000855,31,0
Medium,304.8204953701596,307.13567300336194,1587.3583317221505,78.4774015722289,174,0
Medium,302.8486182295888,305.1067228784883,1892.118824005361,57.2004053897066,1,0
Medium,302.33486746492105,312.7655747178522,1608.58500243248,75.21766969346761,122,0
Low,296.16190956525446,313.2164933388007,2615.06875975142,68.44965155433752,84,0
??,302.80995893614994,305.5948016310839,1380.0872117848253,50.50189434746683,219,0
Low,302.85268811516016,311.10907522158396,2287.584892570193,57.27715469718943,179,0
Low,301.01102695624326,308.78206783873077,1616.4531154640376,53.738603558722204,215,0
High,304.9036178199837,312.9389565519452,1960.9238555495463,56.63841183342507,215,0
Medium,298.2525390592455,313.74414554196477,1679.0604483946124,,13,0
??,304.4127244824185,313.5100376679725,1717.1925072951547,38.5687593945556,36,0
High,304.14731114956504,312.7720424735085,1616.628821777635,51.48310681187024,26,0
Low,295.1148065974938,307.69052228742163,2404.468673912702,12.514992553909998,151,0
Medium,299.5011652647481,313.11889643568315,1785.1453714864754,43.79844309811854,63,0
High,304.77104233051574,310.3347847590629,2362.1712283425322,70.18088533784973,69,0
Medium,296.03121362408075,305.5275661483209,1929.7118881664205,44.46574093097309,153,0
High,300.4778469438332,309.5693884989825,2075.5936673604597,48.66263580588495,181,0
Medium,304.78957507041105,314.42157917029994,2069.25996114158,24.133358436063357,14,0
Low,300.5549542410586,313.87859349735555,2761.3633269497423,65.60403407898065,28,0
??,296.8981530297216,306.02264280997116,1787.2999291375218,35.12148016262702,227,0
Low,300.8218323009259,312.4412668571437,1532.2945526361561,76.96112874356811,73,0
